Category,Domain,Topic,Subtopic,Niche,Variant,Subvariant,Display Name,Hierarchy Level
bed_and_breakfast,accommodation,bed_and_breakfast,,,,,Bed And Breakfast,2
cabin,accommodation,cabin,,,,,Cabin,2
campground,accommodation,campground,,,,,Campground,2
cottage,accommodation,cottage,,,,,Cottage,2
guest_house,accommodation,guest_house,,,,,Guest House,2
health_retreats,accommodation,health_retreats,,,,,Health Retreats,2
holiday_rental_home,accommodation,holiday_rental_home,,,,,Holiday Rental Home,2
hostel,accommodation,hostel,,,,,Hostel,2
hotel,accommodation,hotel,,,,,Hotel,2
inn,accommodation,inn,,,,,Inn,2
lodge,accommodation,lodge,,,,,Lodge,2
motel,accommodation,motel,,,,,Motel,2
mountain_huts,accommodation,mountain_huts,,,,,Mountain Huts,2
beach_resort,accommodation,resort,beach_resort,,,,Beach Resort,3
resort,accommodation,resort,,,,,Resort,2
rv_park,accommodation,rv_park,,,,,Rv Park,2
service_apartments,accommodation,service_apartments,,,,,Service Apartments,2
accommodation,accommodation,,,,,,Accommodation,1
aerial_fitness_center,active_life,sports_and_fitness_instruction,aerial_fitness_center,,,,Aerial Fitness Center,3
barre_classes,active_life,sports_and_fitness_instruction,barre_classes,,,,Barre Classes,3
boot_camp,active_life,sports_and_fitness_instruction,boot_camp,,,,Boot Camp,3
boxing_class,active_life,sports_and_fitness_instruction,boxing_class,,,,Boxing Class,3
boxing_club,active_life,sports_and_fitness_instruction,boxing_club,,,,Boxing Club,3
boxing_gym,active_life,sports_and_fitness_instruction,boxing_gym,,,,Boxing Gym,3
cardio_classes,active_life,sports_and_fitness_instruction,cardio_classes,,,,Cardio Classes,3
climbing_class,active_life,sports_and_fitness_instruction,climbing_class,,,,Climbing Class,3
cycling_classes,active_life,sports_and_fitness_instruction,cycling_classes,,,,Cycling Classes,3
dance_school,active_life,sports_and_fitness_instruction,dance_school,,,,Dance School,3
free_diving_instruction,active_life,sports_and_fitness_instruction,diving_instruction,free_diving_instruction,,,Free Diving Instruction,4
scuba_diving_instruction,active_life,sports_and_fitness_instruction,diving_instruction,scuba_diving_instruction,,,Scuba Diving Instruction,4
ems_training,active_life,sports_and_fitness_instruction,ems_training,,,,Ems Training,3
fitness_trainer,active_life,sports_and_fitness_instruction,fitness_trainer,,,,Fitness Trainer,3
golf_instructor,active_life,sports_and_fitness_instruction,golf_instructor,,,,Golf Instructor,3
health_consultant,active_life,sports_and_fitness_instruction,health_consultant,,,,Health Consultant,3
meditation_center,active_life,sports_and_fitness_instruction,meditation_center,,,,Meditation Center,3
paddleboarding_lessons,active_life,sports_and_fitness_instruction,paddleboarding_lessons,,,,Paddleboarding Lessons,3
pilates_studio,active_life,sports_and_fitness_instruction,pilates_studio,,,,Pilates Studio,3
qi_gong_studio,active_life,sports_and_fitness_instruction,qi_gong_studio,,,,Qi Gong Studio,3
racing_experience,active_life,sports_and_fitness_instruction,racing_experience,,,,Racing Experience,3
rock_climbing_instructor,active_life,sports_and_fitness_instruction,rock_climbing_instructor,,,,Rock Climbing Instructor,3
self_defense_classes,active_life,sports_and_fitness_instruction,self_defense_classes,,,,Self Defense Classes,3
ski_and_snowboard_school,active_life,sports_and_fitness_instruction,ski_and_snowboard_school,,,,Ski And Snowboard School,3
surfing_school,active_life,sports_and_fitness_instruction,surfing_school,,,,Surfing School,3
swimming_instructor,active_life,sports_and_fitness_instruction,swimming_instructor,,,,Swimming Instructor,3
tai_chi_studio,active_life,sports_and_fitness_instruction,tai_chi_studio,,,,Tai Chi Studio,3
yoga_instructor,active_life,sports_and_fitness_instruction,yoga_instructor,,,,Yoga Instructor,3
yoga_studio,active_life,sports_and_fitness_instruction,yoga_studio,,,,Yoga Studio,3
sports_and_fitness_instruction,active_life,sports_and_fitness_instruction,,,,,Sports And Fitness Instruction,2
beach_equipment_rentals,active_life,sports_and_recreation_rental_and_services,beach_equipment_rentals,,,,Beach Equipment Rentals,3
bike_rentals,active_life,sports_and_recreation_rental_and_services,bike_rentals,,,,Bike Rentals,3
canoe_and_kayak_hire_service,active_life,sports_and_recreation_rental_and_services,boat_hire_service,canoe_and_kayak_hire_service,,,Canoe And Kayak Hire Service,4
scooter_rental,active_life,sports_and_recreation_rental_and_services,scooter_rental,,,,Scooter Rental,3
sport_equipment_rentals,active_life,sports_and_recreation_rental_and_services,sport_equipment_rentals,,,,Sport Equipment Rentals,3
sports_and_recreation_rental_and_services,active_life,sports_and_recreation_rental_and_services,,,,,Sports And Recreation Rental And Services,2
adventure_sports_center,active_life,sports_and_recreation_venue,adventure_sports_center,,,,Adventure Sports Center,3
airsoft_fields,active_life,sports_and_recreation_venue,airsoft_fields,,,,Airsoft Fields,3
american_football_field,active_life,sports_and_recreation_venue,american_football_field,,,,American Football Field,3
archery_range,active_life,sports_and_recreation_venue,archery_range,,,,Archery Range,3
atv_recreation_park,active_life,sports_and_recreation_venue,atv_recreation_park,,,,Atv Recreation Park,3
badminton_court,active_life,sports_and_recreation_venue,badminton_court,,,,Badminton Court,3
baseball_field,active_life,sports_and_recreation_venue,baseball_field,,,,Baseball Field,3
basketball_court,active_life,sports_and_recreation_venue,basketball_court,,,,Basketball Court,3
batting_cage,active_life,sports_and_recreation_venue,batting_cage,,,,Batting Cage,3
beach_volleyball_court,active_life,sports_and_recreation_venue,beach_volleyball_court,,,,Beach Volleyball Court,3
bicycle_path,active_life,sports_and_recreation_venue,bicycle_path,,,,Bicycle Path,3
bocce_ball_court,active_life,sports_and_recreation_venue,bocce_ball_court,,,,Bocce Ball Court,3
bowling_alley,active_life,sports_and_recreation_venue,bowling_alley,,,,Bowling Alley,3
bubble_soccer_field,active_life,sports_and_recreation_venue,bubble_soccer_field,,,,Bubble Soccer Field,3
disc_golf_course,active_life,sports_and_recreation_venue,disc_golf_course,,,,Disc Golf Course,3
free_diving_center,active_life,sports_and_recreation_venue,diving_center,free_diving_center,,,Free Diving Center,4
scuba_diving_center,active_life,sports_and_recreation_venue,diving_center,scuba_diving_center,,,Scuba Diving Center,4
diving_center,active_life,sports_and_recreation_venue,diving_center,,,,Diving Center,3
flyboarding_center,active_life,sports_and_recreation_venue,flyboarding_center,,,,Flyboarding Center,3
futsal_field,active_life,sports_and_recreation_venue,futsal_field,,,,Futsal Field,3
driving_range,active_life,sports_and_recreation_venue,golf_course,driving_range,,,Driving Range,4
golf_course,active_life,sports_and_recreation_venue,golf_course,,,,Golf Course,3
gym,active_life,sports_and_recreation_venue,gym,,,,Gym,3
gymnastics_center,active_life,sports_and_recreation_venue,gymnastics_center,,,,Gymnastics Center,3
handball_court,active_life,sports_and_recreation_venue,handball_court,,,,Handball Court,3
hang_gliding_center,active_life,sports_and_recreation_venue,hang_gliding_center,,,,Hang Gliding Center,3
hockey_field,active_life,sports_and_recreation_venue,hockey_field,,,,Hockey Field,3
equestrian_facility,active_life,sports_and_recreation_venue,horse_riding,equestrian_facility,,,Equestrian Facility,4
horse_racing_track,active_life,sports_and_recreation_venue,horse_riding,horse_racing_track,,,Horse Racing Track,4
horse_riding,active_life,sports_and_recreation_venue,horse_riding,,,,Horse Riding,3
kiteboarding,active_life,sports_and_recreation_venue,kiteboarding,,,,Kiteboarding,3
miniature_golf_course,active_life,sports_and_recreation_venue,miniature_golf_course,,,,Miniature Golf Course,3
paddleboarding_center,active_life,sports_and_recreation_venue,paddleboarding_center,,,,Paddleboarding Center,3
playground,active_life,sports_and_recreation_venue,playground,,,,Playground,3
pool_hall,active_life,sports_and_recreation_venue,pool_billiards,pool_hall,,,Pool Hall,4
pool_billiards,active_life,sports_and_recreation_venue,pool_billiards,,,,Pool Billiards,3
race_track,active_life,sports_and_recreation_venue,race_track,,,,Race Track,3
racquetball_court,active_life,sports_and_recreation_venue,racquetball_court,,,,Racquetball Court,3
rock_climbing_gym,active_life,sports_and_recreation_venue,rock_climbing_gym,,,,Rock Climbing Gym,3
rugby_pitch,active_life,sports_and_recreation_venue,rugby_pitch,,,,Rugby Pitch,3
shooting_range,active_life,sports_and_recreation_venue,shooting_range,,,,Shooting Range,3
skate_park,active_life,sports_and_recreation_venue,skate_park,,,,Skate Park,3
ice_skating_rink,active_life,sports_and_recreation_venue,skating_rink,ice_skating_rink,,,Ice Skating Rink,4
roller_skating_rink,active_life,sports_and_recreation_venue,skating_rink,roller_skating_rink,,,Roller Skating Rink,4
skating_rink,active_life,sports_and_recreation_venue,skating_rink,,,,Skating Rink,3
sky_diving,active_life,sports_and_recreation_venue,sky_diving,,,,Sky Diving,3
soccer_field,active_life,sports_and_recreation_venue,soccer_field,,,,Soccer Field,3
squash_court,active_life,sports_and_recreation_venue,squash_court,,,,Squash Court,3
swimming_pool,active_life,sports_and_recreation_venue,swimming_pool,,,,Swimming Pool,3
tennis_court,active_life,sports_and_recreation_venue,tennis_court,,,,Tennis Court,3
trampoline_park,active_life,sports_and_recreation_venue,trampoline_park,,,,Trampoline Park,3
tubing_provider,active_life,sports_and_recreation_venue,tubing_provider,,,,Tubing Provider,3
volleyball_court,active_life,sports_and_recreation_venue,volleyball_court,,,,Volleyball Court,3
wildlife_hunting_range,active_life,sports_and_recreation_venue,wildlife_hunting_range,,,,Wildlife Hunting Range,3
zorbing_center,active_life,sports_and_recreation_venue,zorbing_center,,,,Zorbing Center,3
sports_and_recreation_venue,active_life,sports_and_recreation_venue,,,,,Sports And Recreation Venue,2
amateur_sports_league,active_life,sports_club_and_league,amateur_sports_league,,,,Amateur Sports League,3
amateur_sports_team,active_life,sports_club_and_league,amateur_sports_team,,,,Amateur Sports Team,3
beach_volleyball_club,active_life,sports_club_and_league,beach_volleyball_club,,,,Beach Volleyball Club,3
esports_league,active_life,sports_club_and_league,esports_league,,,,Esports League,3
esports_team,active_life,sports_club_and_league,esports_team,,,,Esports Team,3
fencing_club,active_life,sports_club_and_league,fencing_club,,,,Fencing Club,3
fishing_club,active_life,sports_club_and_league,fishing_club,,,,Fishing Club,3
football_club,active_life,sports_club_and_league,football_club,,,,Football Club,3
go_kart_club,active_life,sports_club_and_league,go_kart_club,,,,Go Kart Club,3
indoor_golf_center,active_life,sports_club_and_league,golf_club,indoor_golf_center,,,Indoor Golf Center,4
golf_club,active_life,sports_club_and_league,golf_club,,,,Golf Club,3
gymnastics_club,active_life,sports_club_and_league,gymnastics_club,,,,Gymnastics Club,3
lawn_bowling_club,active_life,sports_club_and_league,lawn_bowling_club,,,,Lawn Bowling Club,3
brazilian_jiu_jitsu_club,active_life,sports_club_and_league,martial_arts_club,brazilian_jiu_jitsu_club,,,Brazilian Jiu Jitsu Club,4
chinese_martial_arts_club,active_life,sports_club_and_league,martial_arts_club,chinese_martial_arts_club,,,Chinese Martial Arts Club,4
karate_club,active_life,sports_club_and_league,martial_arts_club,karate_club,,,Karate Club,4
kickboxing_club,active_life,sports_club_and_league,martial_arts_club,kickboxing_club,,,Kickboxing Club,4
muay_thai_club,active_life,sports_club_and_league,martial_arts_club,muay_thai_club,,,Muay Thai Club,4
taekwondo_club,active_life,sports_club_and_league,martial_arts_club,taekwondo_club,,,Taekwondo Club,4
martial_arts_club,active_life,sports_club_and_league,martial_arts_club,,,,Martial Arts Club,3
nudist_clubs,active_life,sports_club_and_league,nudist_clubs,,,,Nudist Clubs,3
paddle_tennis_club,active_life,sports_club_and_league,paddle_tennis_club,,,,Paddle Tennis Club,3
professional_sports_league,active_life,sports_club_and_league,professional_sports_league,,,,Professional Sports League,3
professional_sports_team,active_life,sports_club_and_league,professional_sports_team,,,,Professional Sports Team,3
rowing_club,active_life,sports_club_and_league,rowing_club,,,,Rowing Club,3
sailing_club,active_life,sports_club_and_league,sailing_club,,,,Sailing Club,3
school_sports_league,active_life,sports_club_and_league,school_sports_league,,,,School Sports League,3
school_sports_team,active_life,sports_club_and_league,school_sports_team,,,,School Sports Team,3
soccer_club,active_life,sports_club_and_league,soccer_club,,,,Soccer Club,3
surf_lifesaving_club,active_life,sports_club_and_league,surf_lifesaving_club,,,,Surf Lifesaving Club,3
table_tennis_club,active_life,sports_club_and_league,table_tennis_club,,,,Table Tennis Club,3
volleyball_club,active_life,sports_club_and_league,volleyball_club,,,,Volleyball Club,3
sports_club_and_league,active_life,sports_club_and_league,,,,,Sports Club And League,2
active_life,active_life,,,,,,Active Life,1
erotic_massage,arts_and_entertainment,adult_entertainment,erotic_massage,,,,Erotic Massage,3
strip_club,arts_and_entertainment,adult_entertainment,strip_club,,,,Strip Club,3
striptease_dancer,arts_and_entertainment,adult_entertainment,striptease_dancer,,,,Striptease Dancer,3
adult_entertainment,arts_and_entertainment,adult_entertainment,,,,,Adult Entertainment,2
arcade,arts_and_entertainment,arcade,,,,,Arcade,2
auditorium,arts_and_entertainment,auditorium,,,,,Auditorium,2
bar_crawl,arts_and_entertainment,bar_crawl,,,,,Bar Crawl,2
betting_center,arts_and_entertainment,betting_center,,,,,Betting Center,2
bingo_hall,arts_and_entertainment,bingo_hall,,,,,Bingo Hall,2
bookmakers,arts_and_entertainment,bookmakers,,,,,Bookmakers,2
cabaret,arts_and_entertainment,cabaret,,,,,Cabaret,2
carousel,arts_and_entertainment,carousel,,,,,Carousel,2
casino,arts_and_entertainment,casino,,,,,Casino,2
chamber_of_handicraft,arts_and_entertainment,chamber_of_handicraft,,,,,Chamber Of Handicraft,2
choir,arts_and_entertainment,choir,,,,,Choir,2
drive_in_theater,arts_and_entertainment,cinema,drive_in_theater,,,,Drive In Theater,3
outdoor_movies,arts_and_entertainment,cinema,outdoor_movies,,,,Outdoor Movies,3
cinema,arts_and_entertainment,cinema,,,,,Cinema,2
circus,arts_and_entertainment,circus,,,,,Circus,2
club_crawl,arts_and_entertainment,club_crawl,,,,,Club Crawl,2
comedy_club,arts_and_entertainment,comedy_club,,,,,Comedy Club,2
country_club,arts_and_entertainment,country_club,,,,,Country Club,2
country_dance_hall,arts_and_entertainment,country_dance_hall,,,,,Country Dance Hall,2
dance_club,arts_and_entertainment,dance_club,,,,,Dance Club,2
dinner_theater,arts_and_entertainment,dinner_theater,,,,,Dinner Theater,2
eatertainment,arts_and_entertainment,eatertainment,,,,,Eatertainment,2
escape_rooms,arts_and_entertainment,escape_rooms,,,,,Escape Rooms,2
exhibition_and_trade_center,arts_and_entertainment,exhibition_and_trade_center,,,,,Exhibition And Trade Center,2
attraction_farm,arts_and_entertainment,farm,attraction_farm,,,,Attraction Farm,3
orchard,arts_and_entertainment,farm,orchard,,,,Orchard,3
pick_your_own_farm,arts_and_entertainment,farm,pick_your_own_farm,,,,Pick Your Own Farm,3
poultry_farm,arts_and_entertainment,farm,poultry_farm,,,,Poultry Farm,3
ranch,arts_and_entertainment,farm,ranch,,,,Ranch,3
farm,arts_and_entertainment,farm,,,,,Farm,2
fair,arts_and_entertainment,festival,fair,,,,Fair,3
film_festivals_and_organizations,arts_and_entertainment,festival,film_festivals_and_organizations,,,,Film Festivals And Organizations,3
general_festivals,arts_and_entertainment,festival,general_festivals,,,,General Festivals,3
holiday_market,arts_and_entertainment,festival,holiday_market,,,,Holiday Market,3
music_festivals_and_organizations,arts_and_entertainment,festival,music_festivals_and_organizations,,,,Music Festivals And Organizations,3
trade_fair,arts_and_entertainment,festival,trade_fair,,,,Trade Fair,3
festival,arts_and_entertainment,festival,,,,,Festival,2
glass_blowing,arts_and_entertainment,glass_blowing,,,,,Glass Blowing,2
indoor_playcenter,arts_and_entertainment,indoor_playcenter,,,,,Indoor Playcenter,2
internet_cafe,arts_and_entertainment,internet_cafe,,,,,Internet Cafe,2
jazz_and_blues,arts_and_entertainment,jazz_and_blues,,,,,Jazz And Blues,2
karaoke,arts_and_entertainment,karaoke,,,,,Karaoke,2
laser_tag,arts_and_entertainment,laser_tag,,,,,Laser Tag,2
makerspace,arts_and_entertainment,makerspace,,,,,Makerspace,2
marching_band,arts_and_entertainment,marching_band,,,,,Marching Band,2
music_venue,arts_and_entertainment,music_venue,,,,,Music Venue,2
musical_band_orchestras_and_symphonies,arts_and_entertainment,musical_band_orchestras_and_symphonies,,,,,Musical Band Orchestras And Symphonies,2
opera_and_ballet,arts_and_entertainment,opera_and_ballet,,,,,Opera And Ballet,2
paint_and_sip,arts_and_entertainment,paint_and_sip,,,,,Paint And Sip,2
paintball,arts_and_entertainment,paintball,,,,,Paintball,2
performing_arts,arts_and_entertainment,performing_arts,,,,,Performing Arts,2
planetarium,arts_and_entertainment,planetarium,,,,,Planetarium,2
rodeo,arts_and_entertainment,rodeo,,,,,Rodeo,2
salsa_club,arts_and_entertainment,salsa_club,,,,,Salsa Club,2
fraternal_organization,arts_and_entertainment,social_club,fraternal_organization,,,,Fraternal Organization,3
veterans_organization,arts_and_entertainment,social_club,veterans_organization,,,,Veterans Organization,3
social_club,arts_and_entertainment,social_club,,,,,Social Club,2
baseball_stadium,arts_and_entertainment,stadium_arena,baseball_stadium,,,,Baseball Stadium,3
basketball_stadium,arts_and_entertainment,stadium_arena,basketball_stadium,,,,Basketball Stadium,3
cricket_ground,arts_and_entertainment,stadium_arena,cricket_ground,,,,Cricket Ground,3
football_stadium,arts_and_entertainment,stadium_arena,football_stadium,,,,Football Stadium,3
hockey_arena,arts_and_entertainment,stadium_arena,hockey_arena,,,,Hockey Arena,3
rugby_stadium,arts_and_entertainment,stadium_arena,rugby_stadium,,,,Rugby Stadium,3
soccer_stadium,arts_and_entertainment,stadium_arena,soccer_stadium,,,,Soccer Stadium,3
tennis_stadium,arts_and_entertainment,stadium_arena,tennis_stadium,,,,Tennis Stadium,3
track_stadium,arts_and_entertainment,stadium_arena,track_stadium,,,,Track Stadium,3
stadium_arena,arts_and_entertainment,stadium_arena,,,,,Stadium Arena,2
studio_taping,arts_and_entertainment,studio_taping,,,,,Studio Taping,2
astrologer,arts_and_entertainment,supernatural_reading,astrologer,,,,Astrologer,3
mystic,arts_and_entertainment,supernatural_reading,mystic,,,,Mystic,3
psychic,arts_and_entertainment,supernatural_reading,psychic,,,,Psychic,3
psychic_medium,arts_and_entertainment,supernatural_reading,psychic_medium,,,,Psychic Medium,3
supernatural_reading,arts_and_entertainment,supernatural_reading,,,,,Supernatural Reading,2
theatre,arts_and_entertainment,theaters_and_performance_venues,theatre,,,,Theatre,3
theaters_and_performance_venues,arts_and_entertainment,theaters_and_performance_venues,,,,,Theaters And Performance Venues,2
ticket_sales,arts_and_entertainment,ticket_sales,,,,,Ticket Sales,2
topic_concert_venue,arts_and_entertainment,topic_concert_venue,,,,,Topic Concert Venue,2
virtual_reality_center,arts_and_entertainment,virtual_reality_center,,,,,Virtual Reality Center,2
water_park,arts_and_entertainment,water_park,,,,,Water Park,2
wildlife_sanctuary,arts_and_entertainment,wildlife_sanctuary,,,,,Wildlife Sanctuary,2
arts_and_entertainment,arts_and_entertainment,,,,,,Arts And Entertainment,1
amusement_park,attractions_and_activities,amusement_park,,,,,Amusement Park,2
aquarium,attractions_and_activities,aquarium,,,,,Aquarium,2
architecture,attractions_and_activities,architecture,,,,,Architecture,2
art_gallery,attractions_and_activities,art_gallery,,,,,Art Gallery,2
atv_rentals_and_tours,attractions_and_activities,atv_rentals_and_tours,,,,,Atv Rentals And Tours,2
axe_throwing,attractions_and_activities,axe_throwing,,,,,Axe Throwing,2
backpacking_area,attractions_and_activities,backpacking_area,,,,,Backpacking Area,2
beach,attractions_and_activities,beach,,,,,Beach,2
beach_combing_area,attractions_and_activities,beach_combing_area,,,,,Beach Combing Area,2
boat_rental_and_training,attractions_and_activities,boat_rental_and_training,,,,,Boat Rental And Training,2
boating_places,attractions_and_activities,boating_places,,,,,Boating Places,2
bobsledding_field,attractions_and_activities,bobsledding_field,,,,,Bobsledding Field,2
botanical_garden,attractions_and_activities,botanical_garden,,,,,Botanical Garden,2
bungee_jumping_center,attractions_and_activities,bungee_jumping_center,,,,,Bungee Jumping Center,2
canyon,attractions_and_activities,canyon,,,,,Canyon,2
castle,attractions_and_activities,castle,,,,,Castle,2
cave,attractions_and_activities,cave,,,,,Cave,2
challenge_courses_center,attractions_and_activities,challenge_courses_center,,,,,Challenge Courses Center,2
cliff_jumping_center,attractions_and_activities,cliff_jumping_center,,,,,Cliff Jumping Center,2
climbing_service,attractions_and_activities,climbing_service,,,,,Climbing Service,2
crater,attractions_and_activities,crater,,,,,Crater,2
cultural_center,attractions_and_activities,cultural_center,,,,,Cultural Center,2
fishing_charter,attractions_and_activities,fishing_charter,,,,,Fishing Charter,2
flyboarding_rental,attractions_and_activities,flyboarding_rental,,,,,Flyboarding Rental,2
fort,attractions_and_activities,fort,,,,,Fort,2
fountain,attractions_and_activities,fountain,,,,,Fountain,2
go_kart_track,attractions_and_activities,go_kart_track,,,,,Go Kart Track,2
haunted_house,attractions_and_activities,haunted_house,,,,,Haunted House,2
high_gliding_center,attractions_and_activities,high_gliding_center,,,,,High Gliding Center,2
horseback_riding_service,attractions_and_activities,horseback_riding_service,,,,,Horseback Riding Service,2
hot_air_balloons_tour,attractions_and_activities,hot_air_balloons_tour,,,,,Hot Air Balloons Tour,2
hot_springs,attractions_and_activities,hot_springs,,,,,Hot Springs,2
jet_skis_rental,attractions_and_activities,jet_skis_rental,,,,,Jet Skis Rental,2
kiteboarding_instruction,attractions_and_activities,kiteboarding_instruction,,,,,Kiteboarding Instruction,2
lake,attractions_and_activities,lake,,,,,Lake,2
landmark_and_historical_building,attractions_and_activities,landmark_and_historical_building,,,,,Landmark And Historical Building,2
lighthouse,attractions_and_activities,lighthouse,,,,,Lighthouse,2
lookout,attractions_and_activities,lookout,,,,,Lookout,2
marina,attractions_and_activities,marina,,,,,Marina,2
monument,attractions_and_activities,monument,,,,,Monument,2
mountain_bike_parks,attractions_and_activities,mountain_bike_parks,,,,,Mountain Bike Parks,2
asian_art_museum,attractions_and_activities,museum,art_museum,asian_art_museum,,,Asian Art Museum,4
cartooning_museum,attractions_and_activities,museum,art_museum,cartooning_museum,,,Cartooning Museum,4
contemporary_art_museum,attractions_and_activities,museum,art_museum,contemporary_art_museum,,,Contemporary Art Museum,4
costume_museum,attractions_and_activities,museum,art_museum,costume_museum,,,Costume Museum,4
decorative_arts_museum,attractions_and_activities,museum,art_museum,decorative_arts_museum,,,Decorative Arts Museum,4
design_museum,attractions_and_activities,museum,art_museum,design_museum,,,Design Museum,4
modern_art_museum,attractions_and_activities,museum,art_museum,modern_art_museum,,,Modern Art Museum,4
photography_museum,attractions_and_activities,museum,art_museum,photography_museum,,,Photography Museum,4
textile_museum,attractions_and_activities,museum,art_museum,textile_museum,,,Textile Museum,4
art_museum,attractions_and_activities,museum,art_museum,,,,Art Museum,3
aviation_museum,attractions_and_activities,museum,aviation_museum,,,,Aviation Museum,3
childrens_museum,attractions_and_activities,museum,childrens_museum,,,,Childrens Museum,3
civilization_museum,attractions_and_activities,museum,history_museum,civilization_museum,,,Civilization Museum,4
community_museum,attractions_and_activities,museum,history_museum,community_museum,,,Community Museum,4
history_museum,attractions_and_activities,museum,history_museum,,,,History Museum,3
military_museum,attractions_and_activities,museum,military_museum,,,,Military Museum,3
national_museum,attractions_and_activities,museum,national_museum,,,,National Museum,3
computer_museum,attractions_and_activities,museum,science_museum,computer_museum,,,Computer Museum,4
science_museum,attractions_and_activities,museum,science_museum,,,,Science Museum,3
sports_museum,attractions_and_activities,museum,sports_museum,,,,Sports Museum,3
state_museum,attractions_and_activities,museum,state_museum,,,,State Museum,3
museum,attractions_and_activities,museum,,,,,Museum,2
observatory,attractions_and_activities,observatory,,,,,Observatory,2
paddleboard_rental,attractions_and_activities,paddleboard_rental,,,,,Paddleboard Rental,2
palace,attractions_and_activities,palace,,,,,Palace,2
parasailing_ride_service,attractions_and_activities,parasailing_ride_service,,,,,Parasailing Ride Service,2
dog_park,attractions_and_activities,park,dog_park,,,,Dog Park,3
memorial_park,attractions_and_activities,park,memorial_park,,,,Memorial Park,3
national_park,attractions_and_activities,park,national_park,,,,National Park,3
state_park,attractions_and_activities,park,state_park,,,,State Park,3
park,attractions_and_activities,park,,,,,Park,2
plaza,attractions_and_activities,plaza,,,,,Plaza,2
rafting_kayaking_area,attractions_and_activities,rafting_kayaking_area,,,,,Rafting Kayaking Area,2
rock_climbing_spot,attractions_and_activities,rock_climbing_spot,,,,,Rock Climbing Spot,2
ruin,attractions_and_activities,ruin,,,,,Ruin,2
sailing_area,attractions_and_activities,sailing_area,,,,,Sailing Area,2
sand_dune,attractions_and_activities,sand_dune,,,,,Sand Dune,2
scavenger_hunts_provider,attractions_and_activities,scavenger_hunts_provider,,,,,Scavenger Hunts Provider,2
sculpture_statue,attractions_and_activities,sculpture_statue,,,,,Sculpture Statue,2
ski_area,attractions_and_activities,ski_area,,,,,Ski Area,2
skyline,attractions_and_activities,skyline,,,,,Skyline,2
sledding_rental,attractions_and_activities,sledding_rental,,,,,Sledding Rental,2
snorkeling,attractions_and_activities,snorkeling,,,,,Snorkeling,2
snorkeling_equipment_rental,attractions_and_activities,snorkeling_equipment_rental,,,,,Snorkeling Equipment Rental,2
snowboarding_center,attractions_and_activities,snowboarding_center,,,,,Snowboarding Center,2
stargazing_area,attractions_and_activities,stargazing_area,,,,,Stargazing Area,2
street_art,attractions_and_activities,street_art,,,,,Street Art,2
surfboard_rental,attractions_and_activities,surfing,surfboard_rental,,,,Surfboard Rental,3
windsurfing_center,attractions_and_activities,surfing,windsurfing_center,,,,Windsurfing Center,3
surfing,attractions_and_activities,surfing,,,,,Surfing,2
hiking_trail,attractions_and_activities,trail,hiking_trail,,,,Hiking Trail,3
mountain_bike_trails,attractions_and_activities,trail,mountain_bike_trails,,,,Mountain Bike Trails,3
trail,attractions_and_activities,trail,,,,,Trail,2
waterfall,attractions_and_activities,waterfall,,,,,Waterfall,2
ziplining_center,attractions_and_activities,ziplining_center,,,,,Ziplining Center,2
petting_zoo,attractions_and_activities,zoo,petting_zoo,,,,Petting Zoo,3
zoo,attractions_and_activities,zoo,,,,,Zoo,2
attractions_and_activities,attractions_and_activities,,,,,,Attractions And Activities,1
aircraft_dealer,automotive,aircraft_dealer,,,,,Aircraft Dealer,2
avionics_shop,automotive,aircraft_parts_and_supplies,avionics_shop,,,,Avionics Shop,3
aircraft_parts_and_supplies,automotive,aircraft_parts_and_supplies,,,,,Aircraft Parts And Supplies,2
aircraft_repair,automotive,aircraft_services_and_repair,,,,,Aircraft Repair,
auto_company,automotive,auto_company,,,,,Auto Company,2
automobile_leasing,automotive,automobile_leasing,,,,,Automobile Leasing,2
car_dealer,automotive,automotive_dealer,car_dealer,,,,Car Dealer,3
commercial_vehicle_dealer,automotive,automotive_dealer,commercial_vehicle_dealer,,,,Commercial Vehicle Dealer,3
golf_cart_dealer,automotive,automotive_dealer,golf_cart_dealer,,,,Golf Cart Dealer,3
motorcycle_dealer,automotive,automotive_dealer,motorcycle_dealer,,,,Motorcycle Dealer,3
motorsport_vehicle_dealer,automotive,automotive_dealer,motorsport_vehicle_dealer,,,,Motorsport Vehicle Dealer,3
recreational_vehicle_dealer,automotive,automotive_dealer,recreational_vehicle_dealer,,,,Recreational Vehicle Dealer,3
scooter_dealers,automotive,automotive_dealer,scooter_dealers,,,,Scooter Dealers,3
trailer_dealer,automotive,automotive_dealer,trailer_dealer,,,,Trailer Dealer,3
truck_dealer,automotive,automotive_dealer,truck_dealer,,,,Truck Dealer,3
used_car_dealer,automotive,automotive_dealer,used_car_dealer,,,,Used Car Dealer,3
automotive_dealer,automotive,automotive_dealer,,,,,Automotive Dealer,2
car_stereo_store,automotive,automotive_parts_and_accessories,car_stereo_store,,,,Car Stereo Store,3
interlock_system,automotive,automotive_parts_and_accessories,interlock_system,,,,Interlock System,3
motorcycle_gear,automotive,automotive_parts_and_accessories,motorcycle_gear,,,,Motorcycle Gear,3
motorsports_store,automotive,automotive_parts_and_accessories,motorsports_store,,,,Motorsports Store,3
