_col0,primary_category
75596,optometrist
11337,oral_surgeon
87,orchard
7,orchards_production
8,organ_and_tissue_donor_service
17457,organic_grocery_store
9997,organization
2,oriental_restaurant
21844,orthodontist
1072,orthopedic_shoe_store
30884,orthopedist
1111,orthotics
2341,osteopath
8465,osteopathic_physician
283,otologist
175,outdoor_advertising
1606,outdoor_furniture_store
24658,outdoor_gear
37,outdoor_movies
8721,outlet_store
5,oxygen_bar
10185,package_locker
117,packaging_contractors_and_service
1746,packing_services
11008,packing_supply
22,paddle_tennis_club
102,paddleboard_rental
585,paddleboarding_center
1,paddleboarding_lessons
3356,pain_management
123,paint_and_sip
12451,paint_store
161,paint_your_own_pottery
6069,paintball
41742,painting
2951,pakistani_restaurant
4497,palace
3653,pan_asian_restaurant
368,panamanian_restaurant
8706,pancake_house
831,paper_mill
18,paraguayan_restaurant
503,paralegal_services
13,parasailing_ride_service
57,parenting_classes
498632,park
133,park_and_rides
88245,parking
8316,party_and_event_planning
6,party_bike_rental
297,party_bus_rental
18,party_character
3172,party_equipment_rental
32326,party_supply
12032,passport_and_visa_services
399,pasta_shop
912,patent_law
71,paternity_tests_and_services
4507,pathologist
3744,patio_covers
3722,patisserie_cake_shop
6007,paving_contractor
23480,pawn_shop
613,payroll_services
132,pediatric_anesthesiology
1600,pediatric_cardiology
10440,pediatric_dentist
428,pediatric_endocrinology
381,pediatric_gastroenterology
24,pediatric_infectious_disease
132,pediatric_nephrology
335,pediatric_neurology
316,pediatric_oncology
450,pediatric_orthopedic_surgery
630,pediatric_pulmonology
90,pediatric_radiology
267,pediatric_surgery
37566,pediatrician
2,pedicab_service
61,pen_store
250,pension
15952,pentecostal_church
7451,performing_arts
4552,perfume_store
1899,periodontist
731,permanent_makeup
1502,persian_iranian_restaurant
970,personal_assistant
5603,personal_care_service
1120,personal_chef
17936,personal_injury_law
61,personal_shopper
9641,peruvian_restaurant
30792,pest_control_service
695,pet_adoption
9462,pet_boarding
17160,pet_breeder
285,pet_cemetery_and_crematorium_services
68521,pet_groomer
1138,pet_hospice
16,pet_insurance
42,pet_photography
103323,pet_services
12864,pet_sitting
145012,pet_store
871,pet_training
30,pet_transportation
24,pet_waste_removal
2738,pets
2127,petting_zoo
16614,pharmaceutical_companies
6888,pharmaceutical_products_wholesaler
470840,pharmacy
33,pharmacy_schools
38,phlebologist
2686,photo_booth_rental
65,photographer
57,photography_classes
44,photography_museum
19802,photography_store_and_services
164540,physical_therapy
4483,physician_assistant
74,piadina_restaurant
20,piano_bar
978,piano_services
219,piano_store
61,pick_your_own_farm
285,pie_shop
4496,pier
1362,piercing
89,pig_farm
36576,pilates_studio
612,pipe_supplier
590,pipeline_transportation
4974,pizza_delivery_service
418415,pizza_restaurant
1,placenta_encapsulation_service
1248,planetarium
567,plasterer
901,plastic_company
6848,plastic_fabrication_company
221,plastic_injection_molding_workshop
18228,plastic_manufacturer
26199,plastic_surgeon
14097,playground
6,playground_equipment_supplier
101,plaza
63174,plumbing
263,plus_size_clothing
27673,podiatrist
67,podiatry
1182,poke_restaurant
84934,police_department
2637,polish_restaurant
33566,political_organization
8942,political_party_office
114,polynesian_restaurant
364,pool_and_billiards
2905,pool_and_hot_tub_services
16047,pool_billiards
27182,pool_cleaning
82,pool_hall
4,pop_up_restaurant
7193,pop_up_shop
104,popcorn_shop
10229,portuguese_restaurant
131606,post_office
9,potato_restaurant
1658,poultry_farm
98,poultry_farming
3,poutinerie_restaurant
3677,powder_coating_service
435,power_plants_and_power_plant_service
9441,prenatal_perinatal_care
145123,preschool
2654,pressure_washing
712,pretzels
83,preventive_medicine
16223,print_media
1845,printing_equipment_and_supply
218603,printing_services
9193,private_association
272,private_equity_firm
43,private_establishments_and_corporates
8914,private_investigation
133,private_jet_charters
36482,private_school
1186,private_tutor
3629,process_servers
1158,proctologist
1290,produce_wholesaler
50,product_design
1341243,professional_services
657,professional_sports_league
5927,professional_sports_team
1819,promotional_products_and_services
48943,propane_supplier
92208,property_management
11,props
3250,prosthetics
1874,prosthodontist
7810,psychiatrist
9289,psychic
1080,psychic_medium
28,psychoanalyst
67318,psychologist
3,psychomotor_therapist
21438,psychotherapist
176998,pub
232,public_adjuster
368876,public_and_government_association
290,public_bath_houses
2253,public_health_clinic
834,public_market
2,public_phones
59931,public_plaza
8048,public_relations
203,public_restrooms
34027,public_school
260674,public_service_and_government
1292,public_toilet
1164,public_transportation
20329,public_utility_company
665,publicity_service
391,puerto_rican_restaurant
3899,pulmonologist
91,pumpkin_patch
22,qi_gong_studio
697,quarries
456,quay
18626,race_track
25,racing_experience
312,racquetball_court
1164,radio_and_television_commercials
23678,radio_station
9236,radiologist
437,rafting_kayaking_area
3361,railroad_freight
170,railway_service
14,railway_ticket_agent
556,ranch
633065,real_estate
519636,real_estate_agent
9929,real_estate_investment
3040,real_estate_law
187,real_estate_photography
62868,real_estate_service
5652,record_label
1094,recording_and_rehearsal_studio
3592,recreation_vehicle_repair
12385,recreational_vehicle_dealer
60,recreational_vehicle_parts_and_accessories
17603,recycling_center
510,refinishing_services
3268,reflexology
152,registry_office
2475,rehabilitation_center
420,reiki
509,religious_destination
400,religious_items
510265,religious_organization
12873,religious_school
17411,rental_kiosks
28373,rental_service
17217,rental_services
1596,reptile_shop
1198,research_institute
92530,resort
539,rest_areas
112,rest_stop
1599628,restaurant
6398,restaurant_equipment_and_supply
15,restaurant_management
4794,restaurant_wholesale
198631,retail
46,retaining_wall_supplier
137,retina_specialist
140782,retirement_home
2543,rheumatologist
75,rice_mill
38,rice_shop
146,ride_sharing
129263,river
1043,road_contractor
127,road_structures_and_services
1350,roadside_assistance
102,rock_climbing_gym
7,rock_climbing_instructor
5350,rock_climbing_spot
1768,rodeo
1539,roller_skating_rink
422,romanian_restaurant
62665,roofing
5,rotisserie_chicken_restaurant
9,rowing_club
1613,rug_store
416,rugby_pitch
241,rugby_stadium
16,ruin
8,russian_grocery_store
1218,russian_restaurant
1,rv_and_boat_storage_facility
25342,rv_park
1905,rv_rentals
673,rv_storage_facility
4,ryokan
402,safe_store
5772,safety_equipment
162,sailing_area
121,sailing_club
12820,sake_bar
9363,salad_bar
635,salsa_club
616,salvadoran_restaurant
651,sand_and_gravel_supplier
11,sand_dune
1847,sandblasting_service
31718,sandwich_shop
18,saree_shop
259,sauna
1126,saw_mill
198,scale_supplier
1500,scandinavian_restaurant
2,scavenger_hunts_provider
726672,school
173,school_district_offices
188,school_sports_league
1687,school_sports_team
2118,science_museum
53,science_schools
175,scientific_laboratories
221,scooter_dealers
127,scooter_rental
2,scooter_tours
120,scottish_restaurant
27,scout_hall
3670,scrap_metals
34959,screen_printing_t_shirt_printing
11177,scuba_diving_center
1150,scuba_diving_instruction
3564,sculpture_statue
286,seafood_market
156143,seafood_restaurant
278,seafood_wholesaler
1,seal_and_hanko_dealers
188,seaplane_bases
1419,secretarial_services
6790,security_services
6710,security_systems
718,self_catering_accommodation
211,self_defense_classes
45073,self_storage_facility
30,senegalese_restaurant
14184,senior_citizen_services
5447,septic_services
6,serbo_croatian_restaurant
11703,service_apartments
4947,session_photography
41161,sewing_and_alterations
913,sex_therapist
2471,shades_and_blinds
339,shared_office_space
3105,shaved_ice_shop
1,shaved_snow_shop
301,sheet_metal
18,shinto_shrines
65110,shipping_center
998,shipping_collection_services
33,shoe_factory
11002,shoe_repair
15,shoe_shining_service
233671,shoe_store
11524,shooting_range
1374920,shopping
172469,shopping_center
4,shopping_passage
1599,shredding_services
205,shutters
878,siding
6173,sightseeing_tour_agency
25804,sign_making
3849,sikh_temple
3,silent_disco
440,singaporean_restaurant
13873,skate_park
2995,skate_shop
173,skating_rink
1690,ski_and_snowboard_school
2753,ski_and_snowboard_shop
17,ski_area
15093,ski_resort
4669,skilled_nursing
23853,skin_care
1678,sky_diving
158,skylight_installation
1,skyline
7,skyscraper
56,sledding_rental
1184,sleep_specialist
1,sleepwear
123,slovakian_restaurant
89,smokehouse
51255,smoothie_juice_bar
336,snorkeling
6,snorkeling_equipment_rental
336,snow_removal_service
3,snowboarding_center
2,snuggle_service
431,soccer_club
35602,soccer_field
7381,soccer_stadium
5073,social_and_human_services
884,social_club
9970,social_media_agency
372,social_media_company
578,social_security_law
779,social_security_services
137384,social_service_organizations
526,social_welfare_center
104331,software_development
18441,solar_installation
15,solar_panel_cleaning
2,sommelier_service
1231,soul_food
10877,soup_restaurant
225,south_african_restaurant
3555,southern_restaurant
8042,souvenir_shop
20004,spanish_restaurant
268297,spas
2153,speakeasy
1437,specialty_foods
6835,specialty_grocery_store
39318,specialty_school
10771,speech_therapist
49,speech_training
10,sperm_clinic
38,spices_wholesaler
40,spine_surgeon
188,spiritual_shop
352,sport_equipment_rentals
123258,sporting_goods
10296,sports_and_fitness_instruction
135840,sports_and_recreation_venue
8615,sports_bar
216888,sports_club_and_league
4078,sports_medicine
103,sports_museum
230,sports_psychologist
688,sports_school
25555,sports_wear
728,spray_tanning
76,spring_supplier
744,squash_court
669,sri_lankan_restaurant
114286,stadium_arena
1,stargazing_area
318,state_museum
149,state_park
62770,steakhouse
1949,steel_fabricators
5511,stock_and_bond_brokers
26,stocking
1151,stone_and_masonry
950,stone_supplier
68969,storage_facility
8,street_art
16,street_vendor
32,stress_management_services
221,strip_club
6,striptease_dancer
4129,structural_engineer
84746,structure_and_geography
471,stucco_services
594,student_union
88,studio_taping
4,sugar_shack
662,sugaring
2,suicide_prevention_services
7618,sunglasses_store
275399,supermarket
89,supernatural_reading
17528,superstore
1,supper_club
4,surf_lifesaving_club
3996,surf_shop
71,surfboard_rental
5880,surfing
193,surfing_school
23393,surgeon
15194,surgical_appliances_and_supplies
4473,surgical_center
100279,sushi_restaurant
7691,swimming_instructor
61321,swimming_pool
4027,swimwear_store
1690,swiss_restaurant
6213,synagogue
611,syrian_restaurant
6114,t_shirt_store
155,tabac
32,table_tennis_club
59,tabletop_games
269,tableware_supplier
7895,taco_restaurant
447,taekwondo_club
549,tai_chi_studio
8500,taiwanese_restaurant
462,talent_agency
86,tanning_bed
34136,tanning_salon
32912,tapas_bar
4,tasting_classes
81,tatar_restaurant
1499,tattoo
162513,tattoo_and_piercing
333,tattoo_removal
1769,tax_law
56,tax_office
36529,tax_services
47,taxi_rank
37639,taxi_service
4756,taxidermist
73051,tea_room
28,tea_wholesaler
173,team_building_activity
2723,teeth_whitening
19819,telecommunications
78706,telecommunications_company
2102,telemarketing_services
731,telephone_services
13962,television_service_providers
335,television_station
4530,temp_agency
90,temple
69,tenant_and_eviction_law
22794,tennis_court
655,tennis_stadium
11,tent_house_supplier
7650,test_preparation
13553,texmex_restaurant
2463,textile_mill
88,textile_museum
110210,thai_restaurant
1476,theaters_and_performance_venues
74141,theatre
2104,theatrical_productions
22619,theme_restaurant
4,thread_supplier
951,threading_service
285,threads_and_yarns_wholesaler
66100,thrift_store
268,ticket_sales
422,tiki_bar
5179,tile_store
3981,tiling
106397,tire_dealer_and_repair
338,tire_repair_shop
23169,tire_shop
534,tobacco_company
57083,tobacco_shop
37,toll_stations
375,tools_wholesaler
178436,topic_concert_venue
28508,topic_publisher
140114,tours
10,tower
18,tower_communication_service
26865,towing_service
322,town_car_service
69674,town_hall
9,toxicologist
62789,toy_store
1086,track_stadium
190,trade_fair
23,traditional_chinese_medicine
1650,traditional_clothing
2206,traffic_school
27,traffic_ticketing_law
30,trail
6262,trailer_dealer
3691,trailer_rentals
163,trailer_repair
106345,train_station
1247,trains
71,trampoline_park
223,transcription_services
8740,translating_and_interpreting_services
1258,translation_services
1964,transmission_repair
50,transport_interchange
184439,transportation
131909,travel
19419,travel_agents
28206,travel_company
267024,travel_services
13477,tree_services
31,trinidadian_restaurant
3,trivia_host
4858,trophy_shop
9175,truck_dealer
10884,truck_dealer_for_businesses
2540,truck_gas_station
44746,truck_rentals
11535,truck_repair
135,truck_repair_and_services_for_businesses
414,trucks_and_industrial_vehicles
54623,trusts
13,tubing_provider
50,tui_na
37486,turkish_restaurant
56,turnery
69909,tutoring_center
1040,tv_mounting
114,typing_services
758,ukrainian_restaurant
1,ultralight_airports
49,ultrasound_imaging_center
101,undersea_hyperbaric_medicine
113,unemployment_office
9657,uniform_store
1156,university_housing
9566,urban_farm
3007,urgent_care_clinic
10100,urologist
45,uruguayan_restaurant
65,used_bookstore
34125,used_car_dealer
12043,used_vintage_and_consignment
703,utility_service
154,uzbek_restaurant
2479,vacation_rental_agents
433,valet_service
257,vascular_medicine
269,vegan_restaurant
28381,vegetarian_restaurant
2932,vehicle_shipping
368,vehicle_wrap
6914,vending_machine_supplier
674,venezuelan_restaurant
14301,venue_and_event_space
2,vermouth_bar
386,veterans_organization
180102,veterinarian
1,veterinary_schools
10685,video_and_video_game_rentals
3775,video_film_production
11,video_game_critic
20429,video_game_store
3096,videographer
34709,vietnamese_restaurant
644,vinyl_record_store
36,virtual_reality_center
146,visa_agent
2034,visitor_center
45315,vitamins_and_supplements
154,vocal_coach
37833,vocational_and_technical_school
29,volleyball_club
1573,volleyball_court
469,volunteer_association
11,waffle_restaurant
12,waldorf_school
1849,walk_in_clinic
86,walking_tours
37,wallpaper_installers
242,wallpaper_store
71,warehouse_rental_services_and_yards
8296,warehouses
101,washer_and_dryer_repair_service
145,watch_repair_service
2041,watch_store
53,water_delivery
2011,water_heater_installation_repair
13387,water_park
1209,water_purification_services
504,water_softening_equipment_supplier
43,water_store
8835,water_supplier
2,water_taxi
24647,water_treatment_equipment_and_services
6241,waterfall
1220,waterproofing
5045,waxing
25,weather_forecast_services
80,weather_station
25,weaving_mill
54444,web_designer
1257,web_hosting_service
79,wedding_chapel
44441,wedding_planning
13605,weight_loss_center
1335,welders
2571,welding_supply_store
6068,well_drilling
1664,wellness_program
57,whale_watching_tours
4065,wheel_and_rim_repair
1367,whiskey_bar
412,wholesale_florist
6548,wholesale_grocer
110288,wholesale_store
12735,wholesaler
4065,wig_store
256,wildlife_control
238,wildlife_hunting_range
10025,wildlife_sanctuary
6377,wills_trusts_and_probate
77,wind_energy
5348,window_supplier
3209,window_treatment_store
2005,window_washing
30298,windows_installation
2403,windshield_installation_and_repair
37866,wine_bar
12,wine_tasting_classes
156,wine_tasting_room
152,wine_tours
1202,wine_wholesaler
66780,winery
6,wok_restaurant
360492,womens_clothing_store
8103,womens_health_clinic
6164,wood_and_pulp
3579,woodworking_supply_store
159,workers_compensation_law
3,wrap_restaurant
1679,writing_service
162,yoga_instructor
71314,yoga_studio
41611,youth_organizations
29,ziplining_center
9289,zoo
