Category code;Overture Taxonomy;Meta Taxonomy;MSFT Taxonomy
electronics;[retail,shopping,electronics];[electronics_store,topic_shopping_retail,super_business];[Retail|Shopping|Electronics]
farmers_market;[retail,shopping,farmers_market];[farmers_market,food_beverage,super_business];[Retail|Shopping|Farmers market]
firework_retailer;[retail,shopping,firework_retailer];[fireworks_retailer,topic_shopping_retail,super_business];[Retail|Shopping|Firework]
fitness_exercise_equipment;[retail,shopping,fitness_exercise_equipment];[not_available];[Retail|Shopping|Fitness/exercise equipment]
flea_market;[retail,shopping,flea_market];[flea_market,topic_shopping_retail,super_business];[Retail|Shopping|Flea market]
flower_markets;[retail,shopping,flower_markets];[not_available];[Retail|Shopping|Flower markets]
gemstone_and_mineral;[retail,shopping,gemstone_and_mineral];[not_available];[Retail|Shopping|Gemstone & mineral]
gold_buyer;[retail,shopping,gold_buyer];[not_available];[Retail|Shopping|Gold buyer]
guitar_store;[retail,shopping,guitar_store];[not_available];[Retail|Shopping|Guitar store]
gun_and_ammo;[retail,shopping,gun_and_ammo];[gun_store,topic_shopping_retail,super_business];[Retail|Shopping|Gun & ammo]
herbal_shop;[retail,shopping,herbal_shop];[not_available];[Retail|Shopping|Herbal shop]
audio_visual_equipment_store;[retail,shopping,audio_visual_equipment_store];[audiovisual_equipment,electronics_store,topic_shopping_retail,super_business];[Retail|Shopping|High fidelity audio equipment]
hobby_shop;[retail,shopping,hobby_shop];[hobby_store,topic_shopping_retail,super_business];[Retail|Shopping|Hobby shop]
home_theater_systems_stores;[retail,shopping,home_theater_systems_stores];[home_theater_store,home_garden_store,topic_shopping_retail,super_business];"[Retail|Shopping|Home theater systems stores];[Home service|Home theater installation]"
horse_equipment_shop;[retail,shopping,horse_equipment_shop];[not_available];[Retail|Shopping|Horse equipment shop]
international_grocery_store;[retail,shopping,international_grocery_store];[not_available];[Retail|Shopping|International grocery store]
jewelry_store;[retail,shopping,jewelry_store];[jewelry_store,accessories_store,apparel,topic_shopping_retail,super_business];[Retail|Shopping|Jewelry store]
knitting_supply;[retail,shopping,knitting_supply];[not_available];[Retail|Shopping|Knitting supply]
livestock_feed_and_supply_store;[retail,shopping,livestock_feed_and_supply_store];[not_available];[Retail|Shopping|Livestock feed & supply store]
luggage_store;[retail,shopping,luggage_store];"[bags_luggage_store,accessories_store,apparel,topic_shopping_retail,super_business];[luggage_service,travel_services,travel_transportation,super_business]";[Retail|Shopping|Luggage store]
market_stall;[retail,shopping,market_stall];[not_available];[Retail|Shopping|Market stall]
military_surplus_store;[retail,shopping,military_surplus_store];[not_available];[Retail|Shopping|Military surplus store]
mobile_phone_accessories;[retail,shopping,mobile_phone_accessories];[not_available];[Retail|Shopping|Mobile phone accessories]
mobile_phone_store;[retail,shopping,mobile_phone_store];[mobile_phone_shop,topic_shopping_retail,super_business];[Retail|Shopping|Mobile phone store]
musical_instrument_store;[retail,shopping,musical_instrument_store];[musical_instrument_store,topic_shopping_retail,super_business];[Retail|Shopping|Musical instrument & teacher]
night_market;[retail,shopping,night_market];[night_market,topic_shopping_retail,super_business];[not_available]
office_equipment;[retail,shopping,office_equipment];[office_equipment_store,topic_shopping_retail,super_business];[Retail|Shopping|Office equipment]
online_shop;[retail,shopping,online_shop];[not_available];[Retail|Shopping|Online shop]
outlet_store;[retail,shopping,outlet_store];[outlet_store,topic_shopping_retail,super_business];[Retail|Shopping|Outlet store]
packing_supply;[retail,shopping,packing_supply];[packaging_supplies_equipment,topic_shopping_retail,super_business];[Retail|Shopping|Packing supply]
pawn_shop;[retail,shopping,pawn_shop];[pawn_shop,topic_shopping_retail,super_business];[Retail|Shopping|Pawn shop]
pen_store;[retail,shopping,pen_store];[not_available];[Retail|Shopping|Pen store]
perfume_store;[retail,shopping,perfume_store];[not_available];[Retail|Shopping|Perfume store]
personal_shopper;[retail,shopping,personal_shopper];[not_available];[Retail|Shopping|Personal shopper]
photography_store_and_services;[retail,shopping,photography_store_and_services];[camera_store,photographic_services_equipment,local_services,super_business];[Retail|Shopping|Photography store & services]
piano_store;[retail,shopping,piano_store];[not_available];[Retail|Shopping|Piano store]
pool_and_billiards;[retail,shopping,pool_and_billiards];[not_available];[Retail|Shopping|Pool & billiards]
pop_up_shop;[retail,shopping,pop_up_shop];"[popup_shop,topic_shopping_retail,super_business];[seasonal_store,topic_shopping_retail,super_business]";[Retail|Shopping|Pop-up shop]
props;[retail,shopping,props];[not_available];[Retail|Shopping|Props]
public_market;[retail,shopping,public_market];[not_available];[Retail|Shopping|Public market]
religious_items;[retail,shopping,religious_items];[not_available];[Retail|Shopping|Religious items]
rental_kiosks;[retail,shopping,rental_kiosks];[not_available];[Retail|Shopping|Rental kiosks]
safe_store;[retail,shopping,safe_store];[not_available];[Retail|Shopping|Safe store]
safety_equipment;[retail,shopping,safety_equipment];[not_available];[Retail|Shopping|Safety equipment]
shopping_center;[retail,shopping,shopping_center];[shopping_mall,topic_shopping_retail,super_business];[Retail|Shopping|Shopping center]
shopping_passage;[retail,shopping,shopping_passage];[not_available];[Retail|Shopping|Shopping passage]
souvenir_shop;[retail,shopping,souvenir_shop];[souvenir_shop,topic_shopping_retail,super_business];[Retail|Shopping|Souvenir shop]
spiritual_shop;[retail,shopping,spiritual_shop];[not_available];[Retail|Shopping|Spiritual shop]
supermarket;[retail,shopping,supermarket];[supermarket,topic_food_grocery,food_beverage,super_business];[Retail|Shopping|Supermarket]
superstore;[retail,shopping,superstore];[big_box_retailer,topic_shopping_retail,super_business];[not_available]
tabletop_games;[retail,shopping,tabletop_games];[not_available];[Retail|Shopping|Tabletop games]
thrift_store;[retail,shopping,thrift_store];[thrift_or_consignment_store,topic_shopping_retail,super_business];[Retail|Shopping|Thrift store]
tobacco_shop;[retail,shopping,tobacco_shop];[tobacco_store,topic_shopping_retail,super_business];[Retail|Shopping|Tobacco shop]
toy_store;[retail,shopping,toy_store];[toy_store,topic_shopping_retail,super_business];[Retail|Shopping|Toy store]
trophy_shop;[retail,shopping,trophy_shop];[trophies_engraving,topic_shopping_retail,super_business];[Retail|Shopping|Trophy shop]
uniform_store;[retail,shopping,uniform_store];[uniform_supplier,topic_business_services,local_services,super_business];[Retail|Shopping|Uniform store]
used_bookstore;[retail,shopping,used_bookstore];[not_available];[Retail|Shopping|Used bookstore]
e_cigarette_store;[retail,shopping,e_cigarette_store];[ecigarette_store,topic_shopping_retail,super_business];[Retail|Shopping|Vape shop]
vitamins_and_supplements;[retail,shopping,vitamins_and_supplements];[vitamin_supplement_shop,pharmacy,medical_health,super_business];[Retail|Shopping|Vitamins & supplements]
watch_store;[retail,shopping,watch_store];[not_available];[Retail|Shopping|Watch store]
wholesale_store;[retail,shopping,wholesale_store];[wholesale_supply_store,topic_shopping_retail,super_business];[Retail|Shopping|Wholesale store]
wig_store;[retail,shopping,wig_store];[wig_store,beauty_store,topic_shopping_retail,super_business];[Retail|Shopping|Wig shop]
sporting_goods;[retail,shopping,sporting_goods];"[sporting_goods_store,topic_shopping_retail,super_business];[sports_outdoors,topic_shopping_retail,super_business]";[Retail|Shopping|Sporting goods]
archery_shop;[retail,shopping,sporting_goods,archery_shop];[archery_shop,sporting_goods_store,topic_shopping_retail,super_business];[not_available]
bicycle_shop;[retail,shopping,sporting_goods,bicycle_shop];"[mountain_biking_shop,sporting_goods_store,topic_shopping_retail,super_business];[bike_shop,sporting_goods_store,topic_shopping_retail,super_business]";[Retail|Shopping|Sporting goods|Bicycle shop]
dive_shop;[retail,shopping,sporting_goods,dive_shop];[not_available];[Retail|Shopping|Sporting goods|Dive shop]
golf_equipment;[retail,shopping,sporting_goods,golf_equipment];[not_available];[Retail|Shopping|Sporting goods|Golf equipment]
hockey_equipment;[retail,shopping,sporting_goods,hockey_equipment];[not_available];[Retail|Shopping|Sporting goods|Hockey equipment]
hunting_and_fishing_supplies;[retail,shopping,sporting_goods,hunting_and_fishing_supplies];[fishing_store,sporting_goods_store,topic_shopping_retail,super_business];[Retail|Shopping|Sporting goods|Hunting & fishing supplies]
outdoor_gear;[retail,shopping,sporting_goods,outdoor_gear];[outdoor_equipment_store,sporting_goods_store,topic_shopping_retail,super_business];[Retail|Shopping|Sporting goods|Outdoor gear]
skate_shop;[retail,shopping,sporting_goods,skate_shop];[skate_shop,sporting_goods_store,topic_shopping_retail,super_business];[Retail|Shopping|Sporting goods|Skate shop]
ski_and_snowboard_shop;[retail,shopping,sporting_goods,ski_and_snowboard_shop];[ski_snowboard_shop,sporting_goods_store,topic_shopping_retail,super_business];[Retail|Shopping|Sporting goods|Ski & snowboard shop]
sports_wear;[retail,shopping,sporting_goods,sports_wear];[sportswear_store,clothing_store,apparel,topic_shopping_retail,super_business];[Retail|Shopping|Sporting goods|Sports wear]
dance_wear;[retail,shopping,sporting_goods,sports_wear,dance_wear];[not_available];[Retail|Shopping|Sporting goods|Sports wear|Dance wear]
surf_shop;[retail,shopping,sporting_goods,surf_shop];[surf_shop,sporting_goods_store,topic_shopping_retail,super_business];[Retail|Shopping|Fashion|Surf shop]
swimwear_store;[retail,shopping,sporting_goods,swimwear_store];[swimwear_store,clothing_store,apparel,topic_shopping_retail,super_business];[Retail|Shopping|Fashion|Clothing store|Swimwear store]
tire_shop;[retail,tire_shop];[not_available];[Retail|Tire shop]
tire_repair_shop;[retail,tire_shop,tire_repair_shop];[not_available];[Retail|Tire shop|Tire repair shop]
health_and_medical;[health_and_medical];[medical_health,super_business];[Health & medical]
abuse_and_addiction_treatment;[health_and_medical,abuse_and_addiction_treatment];"[addiction_resources,addiction_service,medical_service,medical_health,super_business];[addiction_treatment_center,addiction_service,medical_service,medical_health,super_business];[addiction_service,medical_service,medical_health,super_business]";[Health & medical|Abuse & addiction treatment]
alcohol_and_drug_treatment_centers;[health_and_medical,abuse_and_addiction_treatment,alcohol_and_drug_treatment_centers];"[alcohol_addiction_treatment_center,addiction_service,medical_service,medical_health,super_business];[drug_addiction_treatment_center,addiction_service,medical_service,medical_health,super_business];[tobacco_cessation_treatment_center,addiction_service,medical_service,medical_health,super_business]";[Health & medical|Abuse & addiction treatment|Alcohol & drug treatment centers]
crisis_intervention_services;[health_and_medical,abuse_and_addiction_treatment,crisis_intervention_services];[crisis_prevention_center,medical_center,medical_health,super_business];[Health & medical|Abuse & addiction treatment|Crisis intervention services]
eating_disorder_treatment_centers;[health_and_medical,abuse_and_addiction_treatment,eating_disorder_treatment_centers];[not_available];[Health & medical|Abuse & addiction treatment|Eating disorder treatment centers]
counseling_and_mental_health;[health_and_medical,counseling_and_mental_health];"[counseling_mental_health,medical_service,medical_health,super_business];[counselor,therapist,medical_health,super_business];[therapist,medical_health,super_business]";[Health & medical|Counseling & mental health]
family_counselor;[health_and_medical,counseling_and_mental_health,family_counselor];[family_therapist,therapist,medical_health,super_business];[Health & medical|Counseling & mental health|Family counselor]
marriage_or_relationship_counselor;[health_and_medical,counseling_and_mental_health,marriage_or_relationship_counselor];[marriage_therapist,therapist,medical_health,super_business];[Health & medical|Counseling & mental health|Marriage or relationship counselor]
psychoanalyst;[health_and_medical,counseling_and_mental_health,psychoanalyst];[not_available];[Health & medical|Counseling & mental health|Psychoanalyst]
psychologist;[health_and_medical,counseling_and_mental_health,psychologist];[psychologist,topic_doctor,medical_health,super_business];[Health & medical|Counseling & mental health|Psychologist]
psychotherapist;[health_and_medical,counseling_and_mental_health,psychotherapist];[psychotherapist,therapist,medical_health,super_business];[Health & medical|Counseling & mental health|Psychotherapist]
sex_therapist;[health_and_medical,counseling_and_mental_health,sex_therapist];[sex_therapist,therapist,medical_health,super_business];[Health & medical|Counseling & mental health|Sex therapist]
sophrologist;[health_and_medical,counseling_and_mental_health,sophrologist];[not_available];[Health & medical|Counseling & mental health|Sophrologist]
sports_psychologist;[health_and_medical,counseling_and_mental_health,sports_psychologist];[sport_psychologlist,therapist,medical_health,super_business];[Health & medical|Counseling & mental health|Sports psychologist]
stress_management_services;[health_and_medical,counseling_and_mental_health,stress_management_services];[not_available];[Health & medical|Counseling & mental health|Stress management services]
suicide_prevention_services;[health_and_medical,counseling_and_mental_health,suicide_prevention_services];[not_available];[Health & medical|Counseling & mental health|Suicide prevention services]
dental_hygienist;[health_and_medical,dental_hygienist];[not_available];[Health & medical|Dental hygienist]
mobile_clinic;[health_and_medical,dental_hygienist,mobile_clinic];[not_available];[Health & medical|Dental hygienist|Mobile clinic]
storefront_clinic;[health_and_medical,dental_hygienist,storefront_clinic];[not_available];[Health & medical|Dental hygienist|Storefront clinic]
dentist;[health_and_medical,dentist];[dentist,medical_health,super_business];[Health & medical|Dentist]
cosmetic_dentist;[health_and_medical,dentist,cosmetic_dentist];[cosmetic_dentist,dentist,medical_health,super_business];[Health & medical|Dentist|Cosmetic dentist]
endodontist;[health_and_medical,dentist,endodontist];[endodontist,dentist,medical_health,super_business];[Health & medical|Dentist|Endodontist]
general_dentistry;[health_and_medical,dentist,general_dentistry];[general_dentist,dentist,medical_health,super_business];[Health & medical|Dentist|General dentistry]
oral_surgeon;[health_and_medical,dentist,oral_surgeon];[oral_surgeon,dentist,medical_health,super_business];[Health & medical|Dentist|Oral surgeon]
orthodontist;[health_and_medical,dentist,orthodontist];[orthodontist,dentist,medical_health,super_business];[Health & medical|Dentist|Orthodontist]
pediatric_dentist;[health_and_medical,dentist,pediatric_dentist];[pediatric_dentist,dentist,medical_health,super_business];[Health & medical|Dentist|Pediatric dentist]
periodontist;[health_and_medical,dentist,periodontist];[periodontist,dentist,medical_health,super_business];[Health & medical|Dentist|Periodontist]
diagnostic_services;[health_and_medical,diagnostic_services];"[diagnostic_center,medical_center,medical_health,super_business];[std_testing_center,medical_center,medical_health,super_business];[aids_resources,medical_center,medical_health,super_business]";[Health & medical|Diagnostic services]
diagnostic_imaging;[health_and_medical,diagnostic_services,diagnostic_imaging];[not_available];[Health & medical|Diagnostic services|Diagnostic imaging]
laboratory_testing;[health_and_medical,diagnostic_services,laboratory_testing];[medical_lab,medical_center,medical_health,super_business];[Health & medical|Diagnostic services|Laboratory testing]
doctor;[health_and_medical,doctor];[topic_doctor,medical_health,super_business];[Health & medical|Doctor]
allergist;[health_and_medical,doctor,allergist];[allergist,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Allergist]
anesthesiologist;[health_and_medical,doctor,anesthesiologist];[anesthesiologists,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Anesthesiologist]
audiologist;[health_and_medical,doctor,audiologist];[audiologist,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Audiologist]
cardiologist;[health_and_medical,doctor,cardiologist];[cardiologists,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Cardiologist]
cosmetic_surgeon;[health_and_medical,doctor,cosmetic_surgeon];[not_available];[Health & medical|Doctor|Cosmetic surgeon]
dermatologist;[health_and_medical,doctor,dermatologist];[dermatologist,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Dermatologist]
ear_nose_and_throat;[health_and_medical,doctor,ear_nose_and_throat];[otolaryngologist,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Ear nose & throat]
emergency_medicine;[health_and_medical,doctor,emergency_medicine];[not_available];[Health & medical|Doctor|Emergency medicine]
endocrinologist;[health_and_medical,doctor,endocrinologist];[endocrinologists,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Endocrinologist]
endoscopist;[health_and_medical,doctor,endoscopist];[not_available];[Health & medical|Doctor|Endoscopist]
family_practice;[health_and_medical,doctor,family_practice];"[family_medicine_practice,medical_center,medical_health,super_business];[family_doctor,topic_doctor,medical_health,super_business]";[Health & medical|Doctor|Family practice]
fertility;[health_and_medical,doctor,fertility];"[fertility_doctor,topic_doctor,medical_health,super_business];[reproductive_services,medical_service,medical_health,super_business]";[Health & medical|Doctor|Fertility]
gastroenterologist;[health_and_medical,doctor,gastroenterologist];[gastroenterologist,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Gastroenterologist]
geneticist;[health_and_medical,doctor,geneticist];[not_available];[Health & medical|Doctor|Geneticist]
gerontologist;[health_and_medical,doctor,gerontologist];[gerontologists,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Gerontologist]
hepatologist;[health_and_medical,doctor,hepatologist];[not_available];[Health & medical|Doctor|Hepatologist]
homeopathic_medicine;[health_and_medical,doctor,homeopathic_medicine];[not_available];[Health & medical|Doctor|Homeopathic medicine]
hospitalist;[health_and_medical,doctor,hospitalist];[not_available];[Health & medical|Doctor|Hospitalist]
immunodermatologist;[health_and_medical,doctor,immunodermatologist];[not_available];[Health & medical|Doctor|Immunodermatologist]
infectious_disease_specialist;[health_and_medical,doctor,infectious_disease_specialist];[not_available];[Health & medical|Doctor|Infectious disease specialist]
naturopathic_holistic;[health_and_medical,doctor,naturopathic_holistic];"[naturopath,alternative_holistic_health,medical_service,medical_health,super_business];[alternative_holistic_health,medical_service,medical_health,super_business]";[Health & medical|Doctor|Naturopathic/holistic]
nephrologist;[health_and_medical,doctor,nephrologist];[nephrologists,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Nephrologist]
neurologist;[health_and_medical,doctor,neurotologist];[neurologist,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Neurologist]
neurotologist;[health_and_medical,doctor,neurologist];[not_available];[Health & medical|Doctor|Neurotologist]
neuropathologist;[health_and_medical,doctor,neuropathologist];[neurosurgery,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Neuropathologist]
obstetrician_and_gynecologist;[health_and_medical,doctor,obstetrician_and_gynecologist];[obgyn,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Obstetrician & gynecologist]
oncologist;[health_and_medical,doctor,oncologist];[oncologist,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Oncologist]
orthopedist;[health_and_medical,doctor,orthopedist];[orthopedists,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Orthopedist]
osteopathic_physician;[health_and_medical,doctor,osteopathic_physician];[osteopathic_physicians,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Osteopathic physician]
otologist;[health_and_medical,doctor,otologist];[not_available];[Health & medical|Doctor|Otologist]
pain_management;[health_and_medical,doctor,pain_management];[not_available];[Health & medical|Doctor|Pain management]
pathologist;[health_and_medical,doctor,pathologist];[not_available];[Health & medical|Doctor|Pathologist]
phlebologist;[health_and_medical,doctor,phlebologist];[not_available];[Health & medical|Doctor|Phlebologist]
physician_assistant;[health_and_medical,doctor,physician_assistant];[not_available];[Health & medical|Doctor|Physician assistant]
plastic_surgeon;[health_and_medical,doctor,plastic_surgeon];[plastic_surgery,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Plastic surgeon]
podiatrist;[health_and_medical,doctor,podiatrist];[podiatrist,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Podiatrist]
preventive_medicine;[health_and_medical,doctor,preventive_medicine];[not_available];[Health & medical|Doctor|Preventive medicine]
proctologist;[health_and_medical,doctor,proctologist];[proctologists,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Proctologist]
pulmonologist;[health_and_medical,doctor,pulmonologist];[pulmonologist,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Pulmonologist]
radiologist;[health_and_medical,doctor,radiologist];[radiologists,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Radiologist]
rheumatologist;[health_and_medical,doctor,rheumatologist];[rheumatologists,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Rheumatologist]
spine_surgeon;[health_and_medical,doctor,spine_surgeon];[not_available];[Health & medical|Doctor|Spine surgeon]
sports_medicine;[health_and_medical,doctor,sports_medicine];[not_available];[Health & medical|Doctor|Sports medicine]
tattoo_removal;[health_and_medical,doctor,tattoo_removal];[not_available];[Health & medical|Doctor|Tattoo removal]
toxicologist;[health_and_medical,doctor,toxicologist];[not_available];[Health & medical|Doctor|Toxicologist]
tropical_medicine;[health_and_medical,doctor,tropical_medicine];[not_available];[Health & medical|Doctor|Tropical medicine]
undersea_hyperbaric_medicine;[health_and_medical,doctor,undersea_hyperbaric_medicine];[not_available];[Health & medical|Doctor|Undersea/hyperbaric medicine]
urologist;[health_and_medical,doctor,urologist];[urologists,topic_doctor,medical_health,super_business];[Health & medical|Doctor|Urologist]
vascular_medicine;[health_and_medical,doctor,vascular_medicine];[not_available];[Health & medical|Doctor|Vascular medicine]
geriatric_medicine;[health_and_medical,doctor,geriatric_medicine];[not_available];[Health & medical|Doctor|Geriatric medicine]
geriatric_psychiatry;[health_and_medical,doctor,geriatric_medicine,geriatric_psychiatry];[not_available];[Health & medical|Doctor|Geriatric medicine|Geriatric psychiatry]
abortion_clinic;[health_and_medical,abortion_clinic];[abortion_services,medical_service,medical_health,super_business];[Health & medical|Abortion clinic]
acupuncture;[health_and_medical,acupuncture];[acupuncture,alternative_holistic_health,medical_service,medical_health,super_business];[Health & medical|Acupuncture]
aesthetician;[health_and_medical,aesthetician];[not_available];[Beauty & spa|Spas|Medical spa|Aesthetician]
alcohol_and_drug_treatment_center;[health_and_medical,alcohol_and_drug_treatment_center];[not_available];[Health & medical|Alcohol & drug treatment center]
alternative_medicine;[health_and_medical,alternative_medicine];[not_available];[Health & medical|Alternative medicine]
ambulance_and_ems_services;[health_and_medical,ambulance_and_ems_services];[ambulance_rescue,medical_service,medical_health,super_business];[Health & medical|Ambulance & EMS services]
animal_assisted_therapy;[health_and_medical,animal_assisted_therapy];[not_available];[Health & medical|Animal assisted therapy]
assisted_living_facility;[health_and_medical,assisted_living_facility];[not_available];[Health & medical|Assisted living facility]
ayurveda;[health_and_medical,ayurveda];[not_available];[Health & medical|Ayurveda]
behavior_analyst;[health_and_medical,behavior_analyst];[not_available];[Health & medical|Behavior analyst]
blood_and_plasma_donation_center;[health_and_medical,blood_and_plasma_donation_center];[blood_bank,medical_center,medical_health,super_business];[Health & medical|Blood & plasma donation center]
body_contouring;[health_and_medical,body_contouring];[not_available];[Health & medical|Body contouring]
cancer_treatment_center;[health_and_medical,cancer_treatment_center];[not_available];[Health & medical|Cancer treatment center]
cannabis_clinic;[health_and_medical,cannabis_clinic];[cannabis_clinic,alternative_holistic_health,medical_service,medical_health,super_business];[Health & medical|Cannabis clinic]
cannabis_collective;[health_and_medical,cannabis_collective];[not_available];[Health & medical|Cannabis collective]
childrens_hospital;[health_and_medical,childrens_hospital];[not_available];[Health & medical|Children's hospital]
chiropractor;[health_and_medical,chiropractor];[chiropractor,alternative_holistic_health,medical_service,medical_health,super_business];[Health & medical|Chiropractor]
colonics;[health_and_medical,colonics];[not_available];[Health & medical|Colonics]
community_health_center;[health_and_medical,community_health_center];[not_available];[Health & medical|Community health center]
concierge_medicine;[health_and_medical,concierge_medicine];[not_available];[Health & medical|Concierge medicine]
cryotherapy;[health_and_medical,cryotherapy];[not_available];[Health & medical|Cryotherapy]
dialysis_clinic;[health_and_medical,dialysis_clinic];[dialysis_clinic,medical_center,medical_health,super_business];[Health & medical|Dialysis clinic]
dietitian;[health_and_medical,dietitian];[not_available];[Health & medical|Dietitian]
doula;[health_and_medical,doula];[not_available];[Health & medical|Doula]
emergency_room;[health_and_medical,emergency_room];[emergency_room,medical_center,medical_health,super_business];[Health & medical|Emergency room]
environmental_medicine;[health_and_medical,environmental_medicine];[not_available];[Health & medical|Environmental medicine]
eye_care_clinic;[health_and_medical,eye_care_clinic];[ophthalmologist,topic_doctor,medical_health,super_business];[Health & medical|Eye care clinic]
float_spa;[health_and_medical,float_spa];[not_available];[Health & medical|Float spa]
halfway_house;[health_and_medical,halfway_house];[halfway_house,medical_center,medical_health,super_business];[Health & medical|Halfway house]
halotherapy;[health_and_medical,halotherapy];[not_available];[Health & medical|Halotherapy]
health_and_wellness_club;[health_and_medical,health_and_wellness_club];[not_available];[Health & medical|Health & wellness club]
health_coach;[health_and_medical,health_coach];[not_available];[Health & medical|Health coach]
health_department;[health_and_medical,health_department];[healthcare_administrator,medical_service,medical_health,super_business];[Health & medical|Health department]
health_insurance_office;[health_and_medical,health_insurance_office];[not_available];[Health & medical|Health insurance office]
hospice;[health_and_medical,hospice];[hospice,medical_center,medical_health,super_business];[Health & medical|Hospice]
hospital;[health_and_medical,hospital];[hospital,medical_center,medical_health,super_business];[Health & medical|Hospital]
hydrotherapy;[health_and_medical,hydrotherapy];[not_available];[Health & medical|Hydrotherapy]
hypnosis_hypnotherapy;[health_and_medical,hypnosis_hypnotherapy];[not_available];[Health & medical|Hypnosis/hypnotherapy]
iv_hydration;[health_and_medical,iv_hydration];[not_available];[Health & medical|IV hydration]
lactation_services;[health_and_medical,lactation_services];[not_available];[Health & medical|Lactation services]
laser_eye_surgery_lasik;[health_and_medical,laser_eye_surgery_lasik];[lasik_laser_eye_surgeon,topic_doctor,medical_health,super_business];[Health & medical|Laser eye surgery/lasik]
lice_treatment;[health_and_medical,lice_treatment];[not_available];[Health & medical|Lice treatment]
massage_therapy;[health_and_medical,massage_therapy];[massage_therapist,alternative_holistic_health,medical_service,medical_health,super_business];[Health & medical|Massage therapy]
maternity_centers;[health_and_medical,maternity_centers];[maternity_clinic,medical_center,medical_health,super_business];[Health & medical|Maternity centers]
medical_cannabis_referral;[health_and_medical,medical_cannabis_referral];[not_available];[Health & medical|Medical cannabis referral]
medical_service_organizations;[health_and_medical,medical_service_organizations];"[medical_service,medical_health,super_business];[safety_first_aid_service,medical_service,medical_health,super_business]";[Health & medical|Medical service organizations]
medical_transportation;[health_and_medical,medical_transportation];[not_available];[Health & medical|Medical transportation]
memory_care;[health_and_medical,memory_care];[not_available];[Health & medical|Memory care]
midwife;[health_and_medical,midwife];[not_available];[Health & medical|Midwife]
nurse_practitioner;[health_and_medical,nurse_practitioner];[nursing_agency,medical_service,medical_health,super_business];[Health & medical|Nurse practitioner]
nutritionist;[health_and_medical,nutritionist];[nutritionist,alternative_holistic_health,medical_service,medical_health,super_business];[Health & medical|Nutritionist]
occupational_medicine;[health_and_medical,occupational_medicine];[not_available];[Health & medical|Occupational medicine]
occupational_therapy;[health_and_medical,occupational_therapy];[occupational_therapist,therapist,medical_health,super_business];[Health & medical|Occupational therapy]
optometrist;[health_and_medical,optometrist];[optometrist,topic_doctor,medical_health,super_business];[Health & medical|Optometrist]
organ_and_tissue_donor_service;[health_and_medical,organ_and_tissue_donor_service];[not_available];[Health & medical|Organ & tissue donor service]
orthotics;[health_and_medical,orthotics];[not_available];[Health & medical|Orthotics]
oxygen_bar;[health_and_medical,oxygen_bar];[not_available];[Health & medical|Oxygen bar]
paternity_tests_and_services;[health_and_medical,paternity_tests_and_services];[not_available];[Health & medical|Paternity tests & services]
physical_therapy;[health_and_medical,physical_therapy];[physical_therapist,therapist,medical_health,super_business];[Health & medical|Physical therapy]
placenta_encapsulation_service;[health_and_medical,placenta_encapsulation_service];[not_available];[Health & medical|Placenta encapsulation service]
podiatry;[health_and_medical,podiatry];[not_available];[Health & medical|Podiatry]
prenatal_perinatal_care;[health_and_medical,prenatal_perinatal_care];[pregnancy_childbirth_service,medical_center,medical_health,super_business];[Health & medical|Prenatal/perinatal care]
prosthetics;[health_and_medical,prosthetics];[orthotics_prosthetics_service,medical_service,medical_health,super_business];[Health & medical|Prosthetics]
prosthodontist;[health_and_medical,prosthodontist];[prosthodontists,dentist,medical_health,super_business];[Health & medical|Prosthodontist]
psychomotor_therapist;[health_and_medical,psychomotor_therapist];[not_available];[Health & medical|Psychomotor therapist]
public_health_clinic;[health_and_medical,public_health_clinic];[not_available];[Health & medical|Public health clinic]
reflexology;[health_and_medical,reflexology];[reflexologist,alternative_holistic_health,medical_service,medical_health,super_business];[Health & medical|Reflexology]
reiki;[health_and_medical,reiki];[not_available];[Health & medical|Reiki]
sauna;[health_and_medical,sauna];[not_available];[Health & medical|Sauna]
skilled_nursing;[health_and_medical,skilled_nursing];[not_available];[Health & medical|Skilled nursing]
